,Unnamed: 0,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
45,45,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Petro-Canada,43.779337,-79.307682,Gas Station
46,46,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
47,47,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,KFC,43.7804,-79.3007,Fast Food Restaurant
48,48,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29845999999999,Fried Chicken Joint
49,49,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Circle K,43.7809377,-79.2986338,Convenience Store
50,50,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Gusto Pizza,43.78360724036882,-79.29898327417831,Pizza Place
51,51,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,McNicoll & Brimley,43.815460842842725,-79.28171615206458,Intersection
52,52,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
53,53,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Milliken Public School Playground,43.815382829844296,-79.28986732421741,Playground
54,54,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.31833450115371,Chinese Restaurant
55,55,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Price Chopper,43.79944496930498,-79.3185634598668,Grocery Store
56,56,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,RBC Royal Bank,43.798235996624136,-79.31795225759826,Bank
57,57,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
58,58,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,KFC,43.798938401318395,-79.31885368338148,Fast Food Restaurant
59,59,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
60,60,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Tim Hortons,43.799101799999995,-79.3187148,Coffee Shop
61,61,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Pizza Pizza,43.79790927666096,-79.31811332702635,Pizza Place
62,62,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,McDonald's,43.79824882031983,-79.31816666829309,Fast Food Restaurant
63,63,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Eggsmart,43.796375,-79.31868100000001,Breakfast Spot
64,64,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,One's Better Living,43.798866,-79.31859,Furniture / Home Store
65,65,"Steeles West, L'Amoreaux West",43.799525200000005,-79.3183887,Nantha's Bakery,43.79643013115189,-79.31915079943829,Indian Restaurant
66,66,Hillcrest Village,43.8037622,-79.3634517,New York Fries,43.8036638377566,-79.36390544874158,Fast Food Restaurant
67,67,Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.8054548260028,-79.36418592243416,Golf Course
68,68,Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
69,69,Hillcrest Village,43.8037622,-79.3634517,Villa Madina,43.801685062273634,-79.36393844569061,Mediterranean Restaurant
70,70,Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816197,-79.36069456944033,Dog Run
71,71,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621145,Toy / Game Store
72,72,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.777980945623945,-79.3443966988859,Shopping Mall
73,73,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Apple Fairview,43.777883200000005,-79.3437891,Electronics Store
74,74,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
75,75,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
76,76,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
77,77,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
78,78,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,De Berardini's,43.778069256379815,-79.34264197549474,Salon / Barbershop
79,79,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SilverCity,43.778680932288154,-79.3440850072426,Movie Theater
80,80,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Juice Bar
81,81,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,New York Fries - Fairview Mall,43.778604990156104,-79.34357713182652,Restaurant
82,82,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.77729483851971,-79.34458372068603,Burger Joint
83,83,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
84,84,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
85,85,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
86,86,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.77901805702381,-79.34652599431665,Theater
87,87,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
88,88,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Navy,43.777990100000004,-79.34409140000001,Clothing Store
89,89,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.77715844462906,-79.34453087278447,Juice Bar
90,90,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
91,91,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,RBC Royal Bank,43.77730388201847,-79.3446527392512,Bank
92,92,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
93,93,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
94,94,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.3432160659129,Food Court
95,95,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
96,96,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964000000004,-79.34471500000001,Coffee Shop
97,97,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.774992499999996,-79.3463027,Coffee Shop
98,98,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
99,99,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
100,100,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
101,101,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
102,102,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
103,103,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.77735069518037,-79.3439772734728,Asian Restaurant
104,104,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.7780886898837,-79.34370423838938,Clothing Store
105,105,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.77796124176356,-79.34469070057257,Clothing Store
106,106,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SEPHORA,43.778422799999994,-79.3437426,Cosmetics Shop
107,107,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Z•teca,43.77721667816349,-79.3444011179068,Burrito Place
108,108,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
109,109,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
110,110,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
111,111,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Forever XXI,43.77828976231226,-79.34330244159452,Clothing Store
112,112,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Druxy's,43.77878702526164,-79.34444702976553,Deli / Bodega
113,113,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The Face Shop,43.777601000000004,-79.344614,Cosmetics Shop
114,114,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857569,Boutique
115,115,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aritzia,43.77751131409647,-79.34554778515995,Women's Store
116,116,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,GNC,43.778437894975745,-79.344162940979,Supplement Shop
117,117,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Gateway Newstand (Fairview),43.77837592341407,-79.34480667114258,Convenience Store
118,118,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bath & Body Works,43.77834881083562,-79.34386521577834,Distribution Center
119,119,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Little Burgundy,43.777959836647625,-79.34381611104504,Shoe Store
120,120,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Nine West,43.77805192489,-79.34367061050186,Shoe Store
121,121,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Dynamite,43.77812931492771,-79.34362321088628,Women's Store
122,122,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
123,123,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Virgin Mobile,43.777767624066016,-79.34359360079513,Mobile Phone Shop
124,124,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Peoples Jewellers,43.7780567,-79.3434308,Jewelry Store
125,125,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Jimmy The Greek,43.77824451598338,-79.34332200351092,Greek Restaurant
126,126,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Manchu Wok,43.778225146232884,-79.34330206344342,Chinese Restaurant
127,127,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Mr Sub,43.778255602807455,-79.34325028086052,Sandwich Place
128,128,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Taco Bell,43.778610836326955,-79.34318593865498,Restaurant
129,129,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34300999999999,Japanese Restaurant
130,130,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills Station Bus Terminal,43.77592896385145,-79.3469536135742,Bus Station
131,131,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
132,132,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Circle K,43.7754422,-79.34783940000001,Convenience Store
133,133,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills & Sheppard,43.77532334196787,-79.34699846901431,Intersection
134,134,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Little Burgandy,43.776128164003495,-79.34318654842812,Shoe Store
135,135,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
136,136,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.774325846008246,-79.34668494032192,Bakery
137,137,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Loblaws,43.768722,-79.412101,Grocery Store
138,138,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
139,139,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Cineplex Cinemas,43.76862539839478,-79.41261307104753,Movie Theater
140,140,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
141,141,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,The Keg,43.766578917664795,-79.41213141222555,Steakhouse
142,142,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Starbucks,43.768353000000005,-79.413046,Coffee Shop
143,143,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Saryo,43.766979020092315,-79.41220491675689,Café
144,144,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
145,145,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
146,146,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Michaels,43.767244873945714,-79.41197372883606,Arts & Crafts Store
147,147,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Booster Juice,43.76889,-79.41298990000001,Juice Bar
148,148,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Empress Walk,43.768540252857974,-79.41267070827841,Shopping Mall
149,149,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
150,150,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aura,43.766012799364795,-79.41081286441447,Lounge
151,151,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
152,152,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Aburi Room,43.769197,-79.414039,Sushi Restaurant
153,153,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Starbucks,43.768464,-79.414017,Coffee Shop
154,154,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,PetSmart,43.769139,-79.412522,Pet Store
155,155,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.768507,-79.41398454232784,Sandwich Place
156,156,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Dollarama,43.768722,-79.412101,Discount Store
157,157,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
158,158,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
159,159,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Wendy’s,43.768461272438536,-79.4123771060805,Fast Food Restaurant
160,160,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,TD Canada Trust,43.7706589,-79.4135465,Bank
161,161,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Shawarma Max,43.766011708971185,-79.41084443679077,Middle Eastern Restaurant
162,162,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
163,163,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Kinton Ramen,43.769683759267934,-79.41304877291765,Ramen Restaurant
164,164,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
165,165,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537945,Vietnamese Restaurant
166,166,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
167,167,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
168,168,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,North York City Centre,43.768617732389146,-79.41315993696033,Shopping Mall
169,169,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Novotel Toronto North York,43.76872304736465,-79.41425730725825,Hotel
170,170,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
171,171,"Willowdale, Willowdale East",43.7701199,-79.40849279999999,Trio Restaurant,43.76905769173501,-79.41437684224671,Restaurant
172,172,York Mills West,43.752758299999996,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
173,173,York Mills West,43.752758299999996,-79.4000493,Tournament Park,43.75125720420174,-79.39971685409544,Park
174,174,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
175,175,"Willowdale, Willowdale West",43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
176,176,"Willowdale, Willowdale West",43.7827364,-79.4422593,Dollarama,43.78467,-79.44666959999999,Discount Store
177,177,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
178,178,"Willowdale, Willowdale West",43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214606,Grocery Store
179,179,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
180,180,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
181,181,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
182,182,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Bagel Plus,43.75539484400372,-79.44068597899691,Restaurant
183,183,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Starbucks,43.755796999999994,-79.440471,Coffee Shop
184,184,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Best for Bride,43.7557891,-79.4378344,Bridal Shop
185,185,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
186,186,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
187,187,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Dairy Queen,43.755679643252385,-79.44016579234159,Ice Cream Shop
188,188,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
189,189,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257188,Sushi Restaurant
190,190,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
191,191,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
192,192,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,RBC Royal Bank,43.755697951682755,-79.43818263436917,Bank
193,193,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.4427400686169,Fried Chicken Joint
194,194,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Subway,43.75574127534063,-79.44050193032682,Sandwich Place
195,195,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Sheppard Plaza,43.75569512647939,-79.43961347354475,Shopping Mall
196,196,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Petro-Canada,43.755112,-79.438838,Gas Station
197,197,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Shoppers Drug Mart,43.756239,-79.439599,Pharmacy
198,198,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Metro,43.75608379050764,-79.43978950381364,Supermarket
199,199,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Sunrise Foods & Catering,43.75517797040956,-79.44166857611991,Grocery Store
200,200,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Yogurty's,43.75619056836649,-79.43941837290544,Frozen Yogurt Shop
201,201,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,All In The Cards,43.756161999999996,-79.439348,Gift Shop
202,202,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Burnett Park,43.75758512081283,-79.43985525270035,Park
203,203,"Northwood Park, York University",43.7679803,-79.48726190000001,MUSE Massage Spa,43.7656861872247,-79.48931836660459,Massage Studio
204,204,"Northwood Park, York University",43.7679803,-79.48726190000001,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
205,205,"Northwood Park, York University",43.7679803,-79.48726190000001,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
